web-scraper-order,web-scraper-start-url,product-link,product-link-href,name,price,freguesia,typology,private_area,type,description,nWC,floor,elevator,parking,construction_year,energy_efficiency-src,features,agent_name,total area,useful area,building area
1688381350-8,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:6,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-apartamento-t2-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria                  285 000 €         Porto -   Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória        Apartamento   86 m2    2    2",https://www.remax.pt/imoveis/venda-apartamento-t2-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria/124261177-8,Apartamento T2 à venda em Porto,285 000 €,,2,86 m2,Venda,"Descrição   Apartamento T2 localizado no coração da cidade do Porto na Rua Faria Guimarães, junto ao metro. O apartamento: Está totalmente remodelado e é constituído na parte social por uma sala/cozinha em open space toda mobilada e equipada com placa, forno, exaustor e máquina de lavar a loiça e uma casa de banho, na parte privativa temos dois quartos com roupeiros embutidos e uma casa de banho completa. Do mesmo faz parte um dos quartos com varanda e um grande terraço que acompanha a sala no qual poderá usufruir de um expaço exterior agradável para o seu lazer. Exposição Solar: Nascente/Poente Outras características:   -  Ar condicionado   -  Cilindro   -  Vidros duplos   -  Focos   -  Piso flutuante Envolvente: O imóvel encontra-se localizado junto à estação do metro de Faria Guimarães e a uma curta distância dos principais pontos turísticos e atrações da cidade. O famoso (e recentemente renovado) Mercado do Bolhão, Câmara Municipal do Porto, várias igrejas ficam a apenas algumas centenas de metros de distância. A área ao redor do edifício está repleta de lojas, restaurantes e cafés. É definitivamente onde a vida portuense acontece. Aproveite esta oportunidade e marque já hoje a sua visita!",2,1º Andar,Sim,Não,1988,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/NC.png,,Ângelo Torres,167,86,--
1688381353-9,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:6,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-apartamento-t1-porto-paranhos                  147 500 €         Porto -   Porto, Paranhos        Apartamento   37 m2    1    1",https://www.remax.pt/imoveis/venda-apartamento-t1-porto-paranhos/125511026-60,Apartamento T1 à venda em Porto,147 500 €,,1,37 m2,Venda,"Descrição     Apartamento T1 na Rua Faria Guimarães. A sua oportunidade para investir no Porto! Apartamento ao nível do 2º andar, em prédio com elevador. Constituído por hall de entrada, dispensa, casa de banho completa com banheira, quarto com varanda e sala comum com kitchenette equipada.  Situado em zona de excelência e enorme procura para arrendamento, encontra-se estrategicamente localizado a apenas a 300m do Metro do Marquês.  Também as principais vias de acesso e saída da cidade estão a poucos metros, bem como a zona do Hospital S. João e polo Universitário da Asprela. Quer deslocar-se até à Baixa do Porto e usufruir de toda a sua “movida”? Pois bem, de Metro está a apenas 10 minutos de distância!  O apartamento apresentado é vendido mobilado e no estado em que se encontra.  Venha conhecê-lo, marque a sua visita.     Pontos de interesse próximos:

 - Centro de Saúde (USF Covelo) - Farmácia - Parque do Covelo - Polo Universitário - Escola (Filipa de Vilhena) - Colégio (Externato D. Duarte)",1,2º Andar,Sim,Não,1991,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/D.png,,Tiago Mogadouro Aguiar,--,37,--
1688381356-10,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:6,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-armazém-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria                  199 000 €         Porto -   Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória        Armazém   238 m2    2    --",https://www.remax.pt/imoveis/venda-armazem-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria/123571020-483,Armazém à venda em Porto,199 000 €,,--,238 m2,Venda,"Descrição   Estabelecimento c/ 238,50m2 (inclui logradouro coberto, podendo voltar a ser descoberto ou não).! em Cedofeita!!Oportunidade única!! Pode iniciar  o seu negócio ou até transformar em 2  HABITAÇÕES OU 1 HABITAÇÃO E NEGÓCIO (POSSIBILIDADE A TOMAR DILIGÊNCIAS JUNTO DAS ENTIDADES)  Possui 2 portões de entrada ou saida, pé direito com 3,06m.  Neste momento a necessitar de alguma  remodelação interior para qualquer actividade, estando com afetação destinado a Comércio com logradouro(neste momento o logradouro encontra-se coberto) Vários Tipos de  negócios nas redondezas de materiais e oficinas de automóveis e outros. Ligue para mais pormenores e refira o ID 123571020-483 (Obrigada)",2,--,Não,3 Lug.,,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/C.png,Características   Construção Nova Terraço  Pronto a Arrendar Área para Escola  Local Movimentado Perto de Centro de Congressos  Perto de Autoestrada Perto de Escola(s)  Perto do Aeroporto Trânsito de Acesso Fácil  Centro da Cidade Perto de Lojas  Perto de Transportes Públicos Perto de Hospital  Norte Sul,Fátima Dias,358,238,--
1688381359-11,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:6,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-prédio-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria                 Visita virtual     3 300 000 €         Porto -   Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória        Prédio   823 m2    0    --",https://www.remax.pt/imoveis/venda-predio-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria/125061156-62,Prédio à venda em Porto,3 300 000 €,,--,823 m2,Venda,"Descrição   Bem-vindo a uma oportunidade imobiliária excecional na vibrante cidade do Porto, Portugal. Apresentamos um edifício com projeto aprovado. Esta propriedade oferece uma perspetiva aliciante para investidores, promotores ou indivíduos que procuram um empreendimento notável num dos destinos mais cativantes da Europa.   Localização: Estrategicamente localizado no centro do Porto, este edifício beneficia da sua posição privilegiada num local muito procurado. O Porto é conhecido pela sua história, arquitetura deslumbrante e cenário cultural próspero. O imóvel de proximidade com as principais atrações da cidade, incluindo a histórica zona da Ribeira, a icónica Ponte Dom Luís I e o encantador Rio Douro. Além disso, as excelentes ligações de transportes proporcionam um fácil acesso ao centro da cidade, ao aeroporto internacional e às regiões vizinhas.   Características do edifício: Este edifício apresenta uma mistura de charme tradicional e design contemporâneo. A sua fachada cativante exala uma atração intemporal. Com uma atenção meticulosa aos pormenores e requinte arquitetónico, a estrutura é um testemunho do património arquitetónico do Porto que oferece uma presença cativante.   Projeto aprovado: A propriedade tem a vantagem adicional de ter um projeto aprovado. Esta oportunidade de desenvolvimento representa um valioso avanço, poupando tempo e esforço normalmente necessários para a obtenção de licenças e aprovações. O projeto aprovado representa o culminar de um planeamento cuidadoso, assegurando uma transição perfeita do conceito para a realidade.   O projeto incorpora várias características cativantes, incluindo: Unidades cuidadosamente concebidas: O projeto oferece uma gama diversificada de unidades concebidas para atender a vários estilos de vida e preferências. Interiores com estilo: O projeto aprovado apresenta interiores modernos e elegantes que combinam estética e funcionalidade. Os materiais de alta qualidade, os acabamentos contemporâneos e os equipamentos de última geração criam um ambiente de luxo e conforto em cada espaço habitacional.  8 frações habitacionais + 1 com afetação a comércio distribuidas da seguinte forma:   três frações de tipologia T0 - Pisos 2,3 e 4 três frações de tipologia T2 - Pisos 2,3 e 4 duas frações de tipologia T3 - Pisos 1 e 5 uma frações destinada a serviços - Piso 0     Potencial de investimento: Com o projeto aprovado em vigor, esta oportunidade imobiliária tem um potencial de investimento significativo. O projeto estabelecido elimina as incertezas e fornece um roteiro claro para a construção e subsequente retorno financeiro. A popularidade do Porto como destino turístico, aliada a uma procura crescente de habitação de qualidade, assegura uma presença robusta no mercado e um potencial ROI atrativo.   Quer seja um investidor à procura de um empreendimento rentável ou um promotor pronto para embarcar num projeto excitante, este edifício no Porto oferece uma oportunidade única para capitalizar o próspero mercado imobiliário da cidade e estabelecer uma presença notável neste local encantador.   Não perca esta oferta excecional. Contacte-nos agora para garantir esta oportunidade de investimento sem paralelo e dar vida à sua visão na cativante cidade do Porto.    --- EN   Welcome to an exceptional real estate opportunity in the vibrant city of Porto, Portugal. We present a building with approved project. This property offers an enticing prospect for investors, developers or individuals seeking an outstanding development in one of Europe's most captivating destinations.   Location: Strategically located in the center of Porto, this building benefits from its privileged position in a highly sought after location. Porto is known for its history, stunning architecture and thriving cultural scene. The property is in close proximity to the city's main attractions, including the historic Ribeira area, the iconic Dom Luis I Bridge and the charming Douro River. In addition, excellent transport links provide easy access to the city center, the international airport and surrounding regions.   Building Features: This building features a blend of traditional charm and contemporary design. Its captivating facade exudes a timeless attraction. With meticulous attention to detail and architectural refinement, the structure is a testament to Porto's architectural heritage that offers a captivating presence.   Project approved: The property has the added advantage of having an approved project. This development opportunity represents a valuable head start, saving the time and effort normally required to obtain permits and approvals. The approved design represents the culmination of careful planning, ensuring a seamless transition from concept to reality.   The project incorporates several captivating features, including: Carefully designed units: The project offers a diverse range of units designed to suit various lifestyles and preferences. Stylish interiors: The approved project features sleek, modern interiors that combine aesthetics and functionality. High-quality materials, contemporary finishes, and state-of-the-art equipment create an environment of luxury and comfort in every living space. 8 residential units + 1 for commercial use distributed as follows: 
three fractions of typology T0 - Floors 2,3 and 4
three apartments type T2 - Floors 2, 3 and 4
two apartments type T3 - Floors 1 and 5
one fractions destined for services - Floor 0
 Investment potential: With the approved project in place, this real estate opportunity has significant investment potential. The established project eliminates uncertainties and provides a clear roadmap for construction and subsequent financial return. Porto's popularity as a tourist destination, coupled with a growing demand for quality housing, ensures a robust market presence and an attractive potential ROI. Whether you are an investor looking for a profitable venture or a developer ready to embark on an exciting project, this building in Porto offers a unique opportunity to capitalize on the city's thriving real estate market and establish a remarkable presence in this charming location.   Don't miss out on this exceptional offer. Contact us now to secure this unparalleled investment opportunity and bring your vision to life in the captivating city of Porto.",0,--,Sim,Não,1977,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/D.png,,Isaura Carvalho,--,823,823
1688381362-12,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:6,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-loja-porto-paranhos                  130 000 €         Porto -   Porto, Paranhos        Loja   96 m2    1    --",https://www.remax.pt/imoveis/venda-loja-porto-paranhos/123551152-371,Loja à venda em Porto,130 000 €,,--,96 m2,Venda,"Descrição   Loja com 95m2 de área bruta privativa, atualmente está divida em loja (35m2) e armazém (60m2), com montra ampla para a rua de Costa Cabral. Composta por:  Montra para a Rua de Costa Cabral Casa de banho Parede de pladur a dividir a loja e o armazém Cofre embutido  Localizada na Rua de Costa Cabral, numa zona muito conhecida e de bastante movimento, pedonal, próxima do Académico Futebol Club e do Colégio da Nossa Senhora do Perpétuo Socorro e a 200 metros da Praça do Marquês e estação de Metro da Linha Amarela. Com paragem de autocarro à porta e acesso fácil à VCI e auto-estradas. Venha conhecer, marque já a sua visita!",1,R/C,Não,Não,1960,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/C.png,Características   Urbano Perto de Transportes Públicos  Localização Não Mobilado  Estilo Década 60 Pronto a Arrendar  Perto de Jardim Vizinhança  Perto de Escola(s) Perto de Lojas  Perto de Igreja Perto de Ginásio  Perto de Parque Centro da Cidade  Trânsito de Acesso Fácil Local Movimentado  Este,Ana Rio,--,96,--
1688381365-13,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:6,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-apartamento-t2-porto-paranhos                  175 000 €         Porto -   Porto, Paranhos        Apartamento   59 m2    1    2",https://www.remax.pt/imoveis/venda-apartamento-t2-porto-paranhos/123551152-372,Apartamento T2 à venda em Porto,175 000 €,,2,59 m2,Venda,"Descrição   Apartamento T2 com 59m2 de área bruta privativa, a precisar de obras de remodelação, localizada no 2º andar de prédio sem elevador, com varandas nase 2 frentes, na rua de Costa Cabral. Composto por:  Hall de entrada com acesso a todas as divisões Sala Cozinha com acesso a varanda 2 quartos com varanda partilhada Casa de banho completa Despensa Arrumo com cilindro  Características:  Pavimento em taco Chão da cozinha e da casa de banho em mosaico hidráulico Caixilharia dos quartos com vidro duplo  Outras características:  2º andar Prédio sem elevador Exposição solar: nascente (cozinha e sala) e poente (quartos) A precisar de obras de remodelação  Localiza-se na Rua de Costa Cabral, próximo ao Académico Futebol Club, do Colégio da Nossa Senhora do Perpétuo Socorro e a 200 mts da Praça do Marquês do Pombal com estação de metro da linha amarela. Tem paragem de autocarro à porta e acesso fácil à VCI e auto-estradas. Dispõe de escolas, transportes, comércios e serviços nas proximidades. Venha conhecer, marque já a sua visita!",1,2º Andar,Não,Não,1960,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/D.png,Características   Varanda Arrecadação  Perto de Transportes Públicos Urbano  Vistas Exteriores Localização  Não Mobilado Estilo Década 60  Pronto a Arrendar Perto de Jardim  Vizinhança Perto de Escola(s)  Perto de Lojas Perto de Igreja  Perto de Ginásio Perto de Parque  Centro da Cidade Perto de Hospital  Trânsito de Acesso Fácil Local Movimentado  Este Oeste  Lavagem de Roupa (no interior) Electricidade  Água Saneamento Básico,Ana Rio,--,59,64
1688381368-14,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:6,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-apartamento-t1-porto-paranhos                  168 500 €         Porto -   Porto, Paranhos        Apartamento   60 m2    2    1",https://www.remax.pt/imoveis/venda-apartamento-t1-porto-paranhos/123821257-39,Apartamento T1 à venda em Porto,168 500 €,,1,60 m2,Venda,"Descrição   Apartamento T1 em excelente estado de conservação e equipado! Com òtima exposição solar, este imóvel oferece uma localização previligiada perto de serviços; hospital, faculdade Fernando Pessoa, escolas, farmácias, restaurantes e a 10 minutos do centro Porto. Não tem garagem nem elevador.  Excelente investimento tanto para habitação própria como para arrendamento! Marque já a sua visita!",2,3º Andar,Não,Não,1967,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/E.png,,João Rebelo,--,53,--
1688381371-15,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:6,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-moradia-t1-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria                 Visita virtual     250 000 €         Porto -   Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória        Moradia   62 m2    1    1",https://www.remax.pt/imoveis/venda-moradia-t1-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria/123821343-35,Moradia T1 à venda em Cedofeita,250 000 €,,1,62 m2,Venda,"Descrição   MORADIA T1 MEZZANINE NO CENTRO DO PORTO   Com um design moderno e elegante, esta Moradia T1 proporciona-lhe um ambiente tranquilo e confortável dentro de um Condomínio Privado. Esta Casa é ideal para quem procura um espaço funcional, acolhedor e contemporâneo, onde poderá dar asas à sua imaginação e mobilar a seu gosto.   Moradia composta por: R/C
 - Hall de Entrada
 - Cozinha Totalmente Equipada
 - Sala
 - Casa de Banho Completa   1º Andar
 - Mezzanine   Dispõe de Ar Condicionado, Vidros Duplos com Corte Térmico, Portas de Segurança e Alarme Anti-Incêncio, Anti-Inundação e Anti-Intrusão.
 Tem ainda ao seu dispor de um Lugar de Garagem, que lhe proporciona um espaço seguro para estacionar o seu veículo.
  Localizada em Rua Aníbal Cunha, no coração do Porto, está próxima de todo o tipo de comércio, serviços, escolas, transportes públicos, nomeadamente a 8 minutos a pé (650m) da Estação de Metro Carolina Michaelis e a 5 minutos de carro dos acessos à VCI, A1, A3 e A4.   AL - Área de Crescimento Sustentável - Freguesia Cedofeita   Esta Moradia T1 Mezzanine oferece uma oportunidade única de desfrutar de um estilo de vida confortável e contemporâneo, num ambiente tranquilo e privado. Tornando ainda a sua localização privilegiada num dos seus principais atrativos.   Agende a sua visita e descubra por si!   _____________________   MEZZANINE HOUSE WITH 1 BEDROOM IN THE CENTER - PORTO   With a modern and elegant design, this T1 House provides you with a peaceful and comfortable environment within a Private Condominium. This House is ideal for anyone looking for a functional, welcoming and contemporary space, where they can let their imagination run wild and furnish to their liking.   House consisting of: 
Ground Floor
- Entrance hall
- Fully Equipped Kitchen
- Living room
- Complete bathroom   1º Floor
- Mezzanine   It has Air Conditioning, Double Glazing with Thermal Cut, Security Doors and Anti-Fire, Anti-Flood and Anti-Intrusion Alarm.
You also have at your disposal a Garage Space, which provides you with a safe space to park your vehicle.   Located on Rua Aníbal Cunha, in the heart of Porto, it is close to all kinds of shops, services, schools, public transport, namely an 8-minute walk (650m) from the Carolina Michaelis Metro Station and a 5-minute drive from the accesses to the VCI, A1, A3 and A4.   AL - Sustainable Growth Area - Cedofeita Parish   This T1 Mezzanine House offers a unique opportunity to enjoy a comfortable and contemporary lifestyle, in a peaceful and private environment. Making its privileged location one of its main attractions.   Schedule your visit and find out for yourself!",1,--,Não,1 Lug.,2022,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/C.png,Características   Jardim Sistema de Segurança  Urbano Perto de Transportes Públicos  Cozinha Equipada Localização  Garagem C/ Portão Automático Ar Condicionado  Perto de Ginásio Perto de Hospital  Perto de Parque Perto de Escola(s)  Centro da Cidade Perto de Lojas  Perto de Jardim,Guilherme Machado,62,62,73
1688381375-16,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:6,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-moradia-t1-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria                 Visita virtual     250 000 €         Porto -   Porto, Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória        Moradia   62 m2    1    1",https://www.remax.pt/imoveis/venda-moradia-t1-porto-cedofeita-santo-ildefonso-se-miragaia-sao-nicolau-e-vitoria/123821343-36,Moradia T1 à venda em Cedofeita,250 000 €,,1,62 m2,Venda,"Descrição   MORADIA T1 MEZZANINE NO CENTRO DO PORTO   Com um design moderno e elegante, esta Moradia T1 proporciona-lhe um ambiente tranquilo e confortável dentro de um Condomínio Privado. Esta Casa é ideal para quem procura um espaço funcional, acolhedor e contemporâneo, onde poderá dar asas à sua imaginação e mobilar a seu gosto.   Moradia composta por: R/C
 - Hall de Entrada
 - Cozinha Totalmente Equipada
 - Sala
 - Casa de Banho Completa   1º Andar
 - Mezzanine   Dispõe de Ar Condicionado, Vidros Duplos com Corte Térmico, Portas de Segurança e Alarme Anti-Incêncio, Anti-Inundação e Anti-Intrusão.
 Tem ainda ao seu dispor de um Lugar de Garagem, que lhe proporciona um espaço seguro para estacionar o seu veículo. Localizada em Rua Aníbal Cunha, no coração do Porto, está próxima de todo o tipo de comércio, serviços, escolas, transportes públicos, nomeadamente a 8 minutos a pé (650m) da Estação de Metro Carolina Michaelis e a 5 minutos de carro dos acessos à VCI, A1, A3 e A4.   AL - Área de Crescimento Sustentável - Freguesia Cedofeita   Esta Moradia T1 Mezzanine oferece uma oportunidade única de desfrutar de um estilo de vida confortável e contemporâneo, num ambiente tranquilo e privado. Tornando ainda a sua localização privilegiada num dos seus principais atrativos.   Agende a sua visita e descubra por si!   _____________________   MEZZANINE HOUSE WITH 1 BEDROOM IN THE CENTER - PORTO   With a modern and elegant design, this T1 House provides you with a peaceful and comfortable environment within a Private Condominium. This House is ideal for anyone looking for a functional, welcoming and contemporary space, where they can let their imagination run wild and furnish to their liking.   House consisting of: 
Ground Floor
- Entrance hall
- Fully Equipped Kitchen
- Living room
- Complete bathroom   1º Floor
- Mezzanine   It has Air Conditioning, Double Glazing with Thermal Cut, Security Doors and Anti-Fire, Anti-Flood and Anti-Intrusion Alarm.
You also have at your disposal a Garage Space, which provides you with a safe space to park your vehicle.   Located on Rua Aníbal Cunha, in the heart of Porto, it is close to all kinds of shops, services, schools, public transport, namely an 8-minute walk (650m) from the Carolina Michaelis Metro Station and a 5-minute drive from the accesses to the VCI, A1, A3 and A4.   AL - Sustainable Growth Area - Cedofeita Parish   This T1 Mezzanine House offers a unique opportunity to enjoy a comfortable and contemporary lifestyle, in a peaceful and private environment. Making its privileged location one of its main attractions.   Schedule your visit and find out for yourself!",1,--,Não,1 Lug.,2022,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/C.png,Características   Jardim Sistema de Segurança  Urbano Perto de Transportes Públicos  Cozinha Equipada Localização  Garagem C/ Portão Automático Ar Condicionado  Perto de Ginásio Perto de Hospital  Perto de Parque Perto de Escola(s)  Centro da Cidade Perto de Lojas  Perto de Jardim Moradia,Guilherme Machado,62,62,73
1688381378-17,"https://www.remax.pt/comprar?searchQueryState=%7B%22regionName%22:%22Porto%22,%22businessType%22:1,%22page%22:6,%22regionID%22:%22572%22,%22regionType%22:%22Region2ID%22,%22sort%22:%7B%22fieldToSort%22:%22PublishDate%22,%22order%22:1%7D,%22mapIsOpen%22:false,%22regionCoordinates%22:%7B%22latitude%22:41.1603642610245,%22longitude%22:-8.619519668643346%7D,%22regionZoom%22:12,%22prn%22:%22Porto,%20Porto%22%7D","venda-apartamento-t3-porto-bonfim                 Visita virtual     512 000 €         Porto -   Porto, Bonfim        Apartamento   140 m2    3    3",https://www.remax.pt/imoveis/venda-apartamento-t3-porto-bonfim/123571244-60,Apartamento T3 à venda em Porto,512 000 €,,3,140 m2,Venda,"Descrição   Apartamento T3 Duplex | Bonfim | Santos Pousada  . .  Visita Virtual disponível  . . Ao adquirir este apartamento T3 duplex (construção de 2020), em pleno coração da cidade do Porto, no Bonfim - Rua de Santos Pousada, com 2 frentes (voltado para a Rua de Santos Pousada) e 1 lugar de garagem, pode contar com:    . Piso inferior:  Hall de entrada; Corredor de acesso à zona social e cozinha; Sala ampla com dois espaços distintos – zonas de jantar e zona de estar; Sala com acesso a varanda; WC; Cozinha; Lavandaria.  . . Piso superior:  Hall dos quartos; Corredor de distribuição; Casa de banho completa de apoio a dois quartos; Dois quartos, um deles com acesso a um pequeno terraço; 1 suite.  . . Valências:  Ar-condicionado; Quartos com roupeiros embutidos.  . . Dados da C.P.U.: Ano de inscrição na matriz: 2021 Área Bruta Privativa= 140,20m2 Área Bruta Dependente= 18,40m2     A zona  1000m – Centro Histórico do Porto 700m - Campo 24 de Agosto; 1500m - Avenida dos Aliados; 700m estação do metro – Campo 24 de Agosto; 1000m – Bolhão; 1000m - Antas; 1500m - Fontaínhas 3000m - Ponte do Freixo 2000m - nó de acesso às principais vias de acesso – VCI, A1, A28, VRI, A4, A3 3000m – Pólo Universitário/Hospital de S. João; Raio de 500m - todo o tipo de comércio e serviços, bancos, cafés, restaurantes, supermercados; 20 min do Aeroporto.  . .   Nota 1: Os clientes compradores deverão fazer-se acompanhar de um documento de identificação aquando da visita;   Nota 2: A área útil indicada corresponde à área bruta privativa constante da caderneta predial.",3,Duplex,Sim,1 Lug.,2021,https://i.maxwork.pt/mxw-650/energyefficiency/details/EF/Bminus.png,Características   Ar Condicionado Varanda  Terraço Urbano  Perto de Jardim Vista Aberta  Perto de Escola(s) Perto de Lojas  Perto de Autoestrada Perto de Igreja  Perto de Ginásio Centro da Cidade  Perto de Hospital Trânsito de Acesso Fácil  Perto de Transportes Públicos,Joana Fraguito,158,140,158
